Accident_Index,Date,Speed_Limit,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Casualties,Severity,District,Latitude,Longitude,Vehicle_Type
ACC2021004141,2022-03-12,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Serious,Birmingham,52.499461127971365,-1.9287075226260133,Car
ACC2021004142,2021-04-21,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49579630308925,-1.9130411610263034,Car
ACC2021004143,2021-06-02,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Manchester,53.440090517999934,-2.2236773895325057,Bike
ACC2021004144,2022-09-27,40,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.49290798500368,-1.882187875411415,Van
ACC2021004145,2021-04-12,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Serious,Birmingham,52.47768230883346,-1.84006260224603,Car
ACC2021004146,2021-07-10,70,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.50738999186926,-1.9109087299888645,Bike
ACC2021004147,2022-12-30,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Birmingham,52.48414809762311,-1.9352325464964961,Bus
ACC2021004148,2022-07-17,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Serious,Bradford,53.75910180811426,-1.7744197600341354,Car
ACC2021004149,2021-03-22,50,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Birmingham,52.4917427217236,-1.8890819848574543,Car
ACC2021004150,2022-05-04,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.26113431223801,-5.155728993879267,Car
ACC2021004151,2021-03-29,30,One way street,Rural,Fine no high winds,Day,Dry,2,Serious,Liverpool,53.36957089859136,-3.009786187302761,Bike
ACC2021004152,2021-07-13,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Fatal,Liverpool,53.42791118147982,-3.002887892298219,Car
ACC2021004153,2021-04-14,30,Single carriageway,Rural,Fine no high winds,Day,Flood,2,Serious,Birmingham,52.48847106099133,-1.9003766864783145,Car
ACC2021004154,2021-04-06,60,Roundabout,Urban,Fog or mist,Dark,Dry,1,Slight,Birmingham,52.53128823723571,-1.8823145011006726,Car
ACC2021004155,2022-02-27,30,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.371479476113734,-1.4264871715769931,Car
ACC2021004156,2021-07-17,70,Dual carriageway,Urban,Raining no high winds,Day,Dry,3,Serious,Birmingham,52.46996225392433,-1.898967279433303,Car
ACC2021004157,2021-01-01,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,County Durham,54.73156778097095,-1.5514025541332497,Car
ACC2021004158,2022-02-11,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.263050570588526,-5.034672713474909,Car
ACC2021004159,2022-01-13,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.52849948998744,-1.8364269865867853,Car
ACC2021004160,2021-06-16,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.6357135446377,-1.7787693849570254,Car
ACC2021004161,2022-05-24,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.492504326427856,-1.881998772457908,Car
ACC2021004162,2022-09-30,30,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Serious,Birmingham,52.48470799344472,-1.8546653417487844,Bike
ACC2021004163,2021-11-09,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.39634934819945,-2.9358231449198557,Car
ACC2021004164,2022-08-16,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.25131659476338,-5.073185613803917,Car
ACC2021004165,2022-02-22,40,Single carriageway,Urban,Raining no high winds,Dark,Flood,1,Slight,Manchester,53.45728790623369,-2.258200555159684,Car
ACC2021004166,2022-11-12,30,Single carriageway,Urban,Snowing no high winds,Day,Dry,1,Slight,Birmingham,52.48592020540711,-1.9391059068986798,Car
ACC2021004167,2022-04-22,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.432151328528434,-1.9150101804003006,Car
ACC2021004168,2021-03-14,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.490211839502116,-1.8845455030400222,Car
ACC2021004169,2021-05-21,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47813788455596,-1.8867917785962494,Car
ACC2021004170,2022-08-05,30,Single carriageway,Rural,Fine no high winds,Day,Snow,1,Slight,Sheffield,53.37090859325,-1.4878651819772446,Car
ACC2021004171,2021-09-19,30,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.40215092168301,-1.4644365857238577,Van
ACC2021004172,2021-12-06,40,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Fatal,Leeds,53.81211720726812,-1.5494319644722339,Other
ACC2021004173,2021-11-04,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.806143304302175,-1.532110802714396,Car
ACC2021004174,2021-09-02,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.43916912019747,-1.4835364960042943,Car
ACC2021004175,2022-05-30,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.46799543926209,-1.8478421647323247,Car
ACC2021004176,2021-12-03,70,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Serious,County Durham,54.75725815946778,-1.5735785648417917,Car
ACC2021004177,2022-07-29,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,County Durham,54.75828110141145,-1.5431248250884142,Car
ACC2021004178,2022-07-15,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Cornwall,50.25375706679469,-5.076143594406321,Car
ACC2021004179,2021-03-17,20,Slip road,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.470267763568344,-1.8691090548092004,Car
ACC2021004180,2021-06-24,30,Single carriageway,Rural,Raining no high winds,Dark,Dry,1,Serious,Bradford,53.796773003066356,-1.7593415791616398,Car
ACC2021004181,2021-04-19,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Liverpool,53.42210043451208,-3.0271498938370143,Car
ACC2021004182,2021-07-02,60,Roundabout,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Cornwall,50.276791112888425,-5.009876002707803,Car
ACC2021004183,2021-07-11,30,Dual carriageway,Urban,Raining + high winds,Day,Wet or damp,1,Slight,Cornwall,50.29163136140154,-5.068303654879363,Car
ACC2021004184,2021-03-06,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.63624000328645,-1.825900334720464,Car
ACC2021004185,2022-04-19,40,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.26206358017192,-5.105306508270776,Car
ACC2021004186,2021-04-10,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.45105070567979,-1.90273187168672,Bike
ACC2021004187,2022-06-28,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.24099467098081,-5.034390392891558,Bus
ACC2021004188,2021-05-08,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.30450558152747,-5.044809792280208,Car
ACC2021004189,2022-03-28,30,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.83110656283819,-1.5504107055136458,Car
ACC2021004190,2022-01-04,60,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.813940163263105,-1.5510873304642279,Car
ACC2021004191,2021-02-12,70,One way street,Rural,Fine no high winds,Day,Dry,1,Slight,Manchester,53.505324279028756,-2.196705256175564,Other
ACC2021004192,2022-02-23,30,Roundabout,Rural,Fine no high winds,Dark,Frost or ice,1,Slight,Birmingham,52.51128817859584,-1.936602882915181,Bus
ACC2021004193,2022-05-03,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,County Durham,54.74333772528171,-1.5644626384200742,Van
ACC2021004194,2021-03-19,50,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Cheshire East,53.231933151659625,-2.2857109694647435,Car
ACC2021004195,2021-09-27,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Leeds,53.79462932173069,-1.5724861281023321,Other
ACC2021004196,2022-11-05,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.469338266242765,-1.9048250657537904,Car
ACC2021004197,2022-12-02,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Leeds,53.80528999319959,-1.537636438915858,Van
ACC2021004198,2022-12-29,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Serious,Cornwall,50.29498952660587,-5.086365653056194,Car
ACC2021004199,2021-11-11,30,Roundabout,Rural,Fine no high winds,Day,Dry,2,Serious,Manchester,53.46257225686198,-2.2124268693818427,Agricultural
ACC2021004200,2021-06-17,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.28278275856718,-5.0239677509862855,Car
ACC2021004201,2021-12-05,30,Single carriageway,Rural,Raining no high winds,Day,Frost or ice,1,Slight,Birmingham,52.50723044895104,-1.9199554139704558,Car
ACC2021004202,2021-07-12,30,Single carriageway,Urban,Raining + high winds,Day,Dry,2,Serious,Birmingham,52.535595303257075,-1.9175936562179468,Bus
ACC2021004203,2022-03-29,30,Single carriageway,Rural,Fog or mist,Day,Wet or damp,1,Slight,Leeds,53.80979539563713,-1.5019993892309909,Other
ACC2021004204,2021-10-10,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.440313195997156,-1.8865780574617956,Car
ACC2021004205,2021-12-02,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.450479921668695,-1.8599272915748817,Car
ACC2021004206,2022-01-25,70,One way street,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.45326363663736,-1.9173056978434055,Car
ACC2021004207,2022-06-09,60,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.49875449554285,-1.8700291192112746,Car
ACC2021004208,2021-08-28,20,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49206856171949,-1.8712866021127843,Car
ACC2021004209,2022-04-28,20,Dual carriageway,Urban,Fine no high winds,Dark,Frost or ice,1,Slight,Kirklees,53.67062815539501,-1.7760576576396947,Car
ACC2021004210,2022-10-21,40,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Cornwall,50.253884718729665,-5.093071909530031,Car
ACC2021004211,2022-12-17,40,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.349840405532206,-1.4425164294329347,Bike
ACC2021004212,2022-08-15,60,Single carriageway,Urban,Fine no high winds,Day,Flood,1,Fatal,Birmingham,52.49571047450103,-1.8968803032425228,Agricultural
ACC2021004213,2022-07-09,40,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Liverpool,53.392830163159985,-3.0345244895037755,Car
ACC2021004214,2022-04-03,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.82804450222429,-1.5657085450598598,Bus
ACC2021004215,2021-03-30,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Kirklees,53.63902487253108,-1.7600952353201722,Car
ACC2021004216,2022-10-22,60,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Liverpool,53.38622485765166,-2.9863580062894095,Car
ACC2021004217,2021-04-05,60,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Manchester,53.47457155936307,-2.243077543967973,Car
ACC2021004218,2022-03-28,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.35151538317695,-1.4544762534693225,Car
ACC2021004219,2022-03-04,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.39032999143112,-1.4432650065473585,Car
ACC2021004220,2021-05-31,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Liverpool,53.409931713616125,-3.030090851675157,Car
ACC2021004221,2022-05-29,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.374750917834334,-1.5113610480650528,Bike
ACC2021004222,2022-01-11,20,Single carriageway,Urban,Fine no high winds,Day,Dry,3,Serious,Bradford,53.84614978817235,-1.7700161719395835,Other
ACC2021004223,2021-01-22,60,Roundabout,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.80262469044459,-1.542363644190635,Bus
ACC2021004224,2021-11-09,40,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.474938500740876,-1.8534572546316155,Car
ACC2021004225,2022-06-03,60,Slip road,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.77691559548846,-1.5970463351940145,Bike
ACC2021004226,2021-07-25,70,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.794283182334745,-1.538965505304709,Car
ACC2021004227,2022-01-10,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.471519104891485,-1.899208910571345,Car
ACC2021004228,2022-03-27,40,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.276279404818176,-5.05716396564435,Car
ACC2021004229,2022-09-18,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.38804816765324,-1.4643632540598772,Bike
ACC2021004230,2022-08-18,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.466677644472114,-1.9055964361029867,Other
ACC2021004231,2021-06-28,40,Slip road,Rural,Raining no high winds,Dark,Dry,1,Serious,Sheffield,53.33122234843635,-1.433955200136396,Car
ACC2021004232,2021-07-29,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49496117760543,-1.9012682679500572,Van
ACC2021004233,2022-05-15,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.4642330038135,-1.9505790166737946,Bus
ACC2021004234,2022-04-09,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Bradford,53.75243774967839,-1.709712701797823,Car
ACC2021004235,2021-05-04,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.76590231654377,-1.5615485687805435,Car
ACC2021004236,2021-04-23,30,Slip road,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.2912210825546,-5.086739427192493,Car
ACC2021004237,2021-01-12,20,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.27049072255103,-5.06844118840974,Car
ACC2021004238,2021-05-06,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.462512327807175,-2.2414874420069433,Car
ACC2021004239,2022-07-19,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,2,Slight,Birmingham,52.44334349263561,-1.9046021145800023,Car
ACC2021004240,2021-11-27,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.261607200207344,-5.107006425275008,Car
ACC2021004241,2021-10-10,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.823036702585135,-1.5325199444198538,Car
ACC2021004242,2021-05-20,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.442956521603755,-1.9126517408980646,Car
ACC2021004243,2022-02-05,60,Slip road,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.52784309512973,-1.8812293006002125,Car
ACC2021004244,2021-04-07,60,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.492398388001874,-1.8636383033660882,Car
ACC2021004245,2022-06-01,60,Dual carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.501896835970676,-1.8894298240055378,Car
ACC2021004246,2022-07-23,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.77976068319674,-1.549455971194106,Car
ACC2021004247,2021-03-10,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.84586284482939,-1.5067148259441503,Car
ACC2021004248,2021-04-28,30,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.78593063060625,-1.8084126394735527,Car
ACC2021004249,2021-02-28,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.479201737467534,-1.9709192404458045,Car
ACC2021004250,2021-02-02,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.817117849174345,-1.5647785937189818,Car
ACC2021004251,2021-11-14,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.35160646301803,-1.5061530567559505,Car
ACC2021004252,2021-02-19,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cheshire East,53.21221836041839,-2.3519139741146287,Bike
ACC2021004253,2022-05-04,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.50199655508988,-1.9584132143687816,Bike
ACC2021004254,2021-01-19,40,Dual carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Cornwall,50.27867684303704,-5.028010125089008,Van
ACC2021004255,2022-12-27,30,Single carriageway,Urban,Raining no high winds,Dark,Dry,1,Slight,Leeds,53.8206458119974,-1.5765808962426435,Car
ACC2021004256,2021-07-16,30,Single carriageway,Rural,Snowing no high winds,Day,Dry,1,Slight,Cornwall,50.25644873018419,-5.0591909453165265,Car
ACC2021004257,2022-03-26,60,Single carriageway,Urban,Snowing no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.437242487576796,-1.9239106542906192,Car
ACC2021004258,2022-07-13,30,Single carriageway,Rural,Fog or mist,Day,Dry,1,Slight,Leeds,53.81851719029646,-1.5825146431268744,Bike
ACC2021004259,2022-11-10,60,Roundabout,Urban,Raining no high winds,Day,Dry,2,Slight,Sheffield,53.42456417805004,-1.4567942986387867,Car
ACC2021004260,2022-03-28,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Liverpool,53.37640512562646,-2.9631426067259516,Bike
ACC2021004261,2021-10-16,40,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.79370391253414,-1.722413596799573,Car
ACC2021004262,2021-05-21,60,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Manchester,53.48383487155653,-2.220814810978785,Agricultural
ACC2021004263,2021-03-25,30,Slip road,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.39867922993953,-1.4793818037415634,Car
ACC2021004264,2022-11-25,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,County Durham,54.76782552521545,-1.5605202031034757,Van
ACC2021004265,2022-01-26,50,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.81190696115415,-1.5119167058102925,Car
ACC2021004266,2022-08-14,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.51020124653781,-1.876997084919696,Bike
ACC2021004267,2021-08-03,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.3329487578026,-1.4436006796144636,Car
ACC2021004268,2022-06-10,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cheshire East,53.2341425048632,-2.3308310491765405,Bus
ACC2021004269,2021-08-03,30,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Kirklees,53.64328619457384,-1.8619578461589368,Car
ACC2021004270,2022-02-07,60,Single carriageway,Urban,Snowing no high winds,Dark,Dry,1,Slight,Cornwall,50.308158612839435,-5.04023802963556,Car
ACC2021004271,2021-05-08,70,Dual carriageway,Urban,Fine no high winds,Dark,Flood,1,Slight,Cornwall,50.31692645456724,-4.9749845691970656,Car
ACC2021004272,2022-04-22,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.72072401890513,-1.5698429347127114,Car
ACC2021004273,2022-02-08,30,Single carriageway,Urban,Fine no high winds,Day,Flood,1,Slight,Sheffield,53.37338196854775,-1.4681038002613762,Car
ACC2021004274,2021-01-29,60,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Fatal,County Durham,54.74782253059132,-1.5392429321668475,Bus
ACC2021004275,2021-12-04,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Birmingham,52.527685914383,-1.936658700451546,Bike
